N日型態組合,N日累計漲跌幅等級,出現次數,T1_勝率,T2_勝率,T3_勝率,T4_勝率,T5_勝率
[綠K|05.2~4%] -> [十字線|09.-4~-2%] -> [綠K|11.-8~-6%],11.-15~-10%,2,50.0,0.0,50.0,50.0,100.0
[綠K|05.2~4%] -> [十字線|10.-6~-4%] -> [十字線|06.0~2%],10.-10~-5%,4,50.0,75.0,25.0,25.0,50.0
[十字線|13.<-10%] -> [十字線|08.-2~0%] -> [十字線|05.2~4%],13.-25~-20%,2,50.0,50.0,100.0,100.0,100.0
[綠K|07.0%] -> [綠K|11.-8~-6%] -> [綠K|08.-2~0%],00.未知,4,50.0,75.0,50.0,50.0,75.0
[綠K|10.-6~-4%] -> [綠K|09.-4~-2%] -> [紅K|03.6~8%],08.0%,42,50.0,40.48,42.86,42.86,40.48
[十字線|05.2~4%] -> [十字線|06.0~2%] -> [紅K|09.-4~-2%],08.0%,2,50.0,100.0,50.0,50.0,50.0
[綠K|06.0~2%] -> [紅K|07.0%] -> [十字線|06.0~2%],05.10~154%,44,50.0,50.0,45.45,36.36,34.09
[綠K|07.0%] -> [綠K|11.-8~-6%] -> [綠K|10.-6~-4%],13.-25~-20%,2,50.0,50.0,100.0,100.0,50.0
[綠K|06.0~2%] -> [紅K|08.-2~0%] -> [十字線|01.>10%],02.25~30%,2,50.0,50.0,0.0,0.0,50.0
[紅K|05.2~4%] -> [綠K|13.<-10%] -> [紅K|06.0~2%],13.-25~-20%,2,50.0,100.0,100.0,50.0,50.0
[綠K|10.-6~-4%] -> [十字線|07.0%] -> [十字線|04.4~6%],06.5~10%,4,50.0,75.0,75.0,75.0,75.0
[綠K|10.-6~-4%] -> [十字線|07.0%] -> [十字線|06.0~2%],11.-15~-10%,44,50.0,47.73,52.27,45.45,45.45
[十字線|09.-4~-2%] -> [紅K|04.4~6%] -> [十字線|03.6~8%],02.25~30%,6,50.0,66.67,66.67,33.33,50.0
[十字線|09.-4~-2%] -> [紅K|03.6~8%] -> [紅K|10.-6~-4%],09.-5~0%,2,50.0,50.0,50.0,50.0,50.0
[十字線|09.-4~-2%] -> [紅K|04.4~6%] -> [十字線|06.0~2%],05.10~154%,14,50.0,57.14,64.29,50.0,42.86
[綠K|06.0~2%] -> [十字線|04.4~6%] -> [紅K|03.6~8%],02.25~30%,6,50.0,50.0,66.67,33.33,50.0
[綠K|06.0~2%] -> [十字線|04.4~6%] -> [紅K|05.2~4%],02.25~30%,8,50.0,37.5,37.5,37.5,37.5
[綠K|06.0~2%] -> [十字線|04.4~6%] -> [紅K|06.0~2%],04.15~20%,2,50.0,50.0,50.0,0.0,0.0
[綠K|06.0~2%] -> [十字線|04.4~6%] -> [紅K|08.-2~0%],05.10~154%,2,50.0,50.0,100.0,50.0,100.0
[綠K|06.0~2%] -> [十字線|04.4~6%] -> [紅K|10.-6~-4%],06.5~10%,2,50.0,100.0,0.0,0.0,50.0
[紅K|05.2~4%] -> [綠K|13.<-10%] -> [紅K|06.0~2%],15.<-30%,4,50.0,50.0,50.0,50.0,50.0
[綠K|06.0~2%] -> [十字線|05.2~4%] -> [十字線|09.-4~-2%],05.10~154%,2,50.0,50.0,50.0,50.0,50.0
[紅K|05.2~4%] -> [綠K|11.-8~-6%] -> [紅K|08.-2~0%],10.-10~-5%,38,50.0,47.37,47.37,44.74,23.68
[十字線|12.-10~-8%] -> [紅K|06.0~2%] -> [紅K|08.-2~0%],15.<-30%,4,50.0,50.0,25.0,25.0,50.0
[十字線|12.-10~-8%] -> [紅K|06.0~2%] -> [綠K|05.2~4%],11.-15~-10%,2,50.0,50.0,100.0,100.0,50.0
[綠K|07.0%] -> [綠K|12.-10~-8%] -> [十字線|06.0~2%],12.-20~-15%,2,50.0,0.0,0.0,0.0,0.0
[十字線|08.-2~0%] -> [十字線|02.8~10%] -> [十字線|01.>10%],01.>30%,2,50.0,50.0,50.0,50.0,50.0
[十字線|08.-2~0%] -> [十字線|01.>10%] -> [十字線|08.-2~0%],03.20~25%,4,50.0,50.0,25.0,25.0,75.0
[十字線|12.-10~-8%] -> [紅K|06.0~2%] -> [綠K|06.0~2%],12.-20~-15%,2,50.0,50.0,50.0,100.0,50.0
[紅K|08.-2~0%] -> [綠K|03.6~8%] -> [紅K|10.-6~-4%],06.5~10%,2,50.0,50.0,0.0,50.0,50.0
[紅K|08.-2~0%] -> [綠K|03.6~8%] -> [綠K|10.-6~-4%],09.-5~0%,2,50.0,50.0,50.0,50.0,50.0
[十字線|02.8~10%] -> [十字線|12.-10~-8%] -> [紅K|08.-2~0%],10.-10~-5%,2,50.0,50.0,0.0,0.0,0.0
[十字線|02.8~10%] -> [十字線|12.-10~-8%] -> [紅K|11.-8~-6%],12.-20~-15%,2,50.0,50.0,50.0,0.0,0.0
[綠K|01.>10%] -> [紅K|06.0~2%] -> [十字線|08.-2~0%],02.25~30%,2,50.0,50.0,100.0,100.0,50.0
[紅K|08.-2~0%] -> [綠K|03.6~8%] -> [紅K|06.0~2%],03.20~25%,8,50.0,37.5,37.5,37.5,37.5
[紅K|08.-2~0%] -> [綠K|03.6~8%] -> [紅K|06.0~2%],04.15~20%,2,50.0,50.0,50.0,50.0,50.0
[紅K|07.0%] -> [紅K|10.-6~-4%] -> [紅K|08.-2~0%],11.-15~-10%,6,50.0,50.0,50.0,33.33,50.0
[紅K|07.0%] -> [紅K|10.-6~-4%] -> [紅K|09.-4~-2%],13.-25~-20%,4,50.0,100.0,75.0,50.0,50.0
[綠K|12.-10~-8%] -> [綠K|10.-6~-4%] -> [綠K|03.6~8%],13.-25~-20%,2,50.0,50.0,0.0,50.0,0.0
[十字線|02.8~10%] -> [十字線|12.-10~-8%] -> [綠K|10.-6~-4%],11.-15~-10%,2,50.0,0.0,50.0,50.0,50.0
[十字線|02.8~10%] -> [紅K|01.>10%] -> [紅K|05.2~4%],02.25~30%,2,50.0,0.0,50.0,0.0,0.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [紅K|08.-2~0%],10.-10~-5%,2,50.0,50.0,50.0,0.0,0.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [紅K|09.-4~-2%],11.-15~-10%,2,50.0,50.0,50.0,50.0,50.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [紅K|09.-4~-2%],12.-20~-15%,2,50.0,50.0,50.0,50.0,100.0
[紅K|08.-2~0%] -> [綠K|01.>10%] -> [綠K|09.-4~-2%],01.>30%,2,50.0,50.0,50.0,50.0,0.0
[紅K|08.-2~0%] -> [綠K|01.>10%] -> [綠K|09.-4~-2%],02.25~30%,2,50.0,0.0,0.0,0.0,0.0
[紅K|04.4~6%] -> [十字線|08.-2~0%] -> [綠K|10.-6~-4%],08.0%,6,50.0,50.0,66.67,66.67,66.67
[綠K|12.-10~-8%] -> [綠K|11.-8~-6%] -> [十字線|03.6~8%],13.-25~-20%,2,50.0,50.0,50.0,50.0,50.0
[綠K|12.-10~-8%] -> [綠K|11.-8~-6%] -> [十字線|03.6~8%],15.<-30%,2,50.0,50.0,100.0,100.0,100.0
[十字線|02.8~10%] -> [十字線|12.-10~-8%] -> [十字線|09.-4~-2%],11.-15~-10%,2,50.0,50.0,0.0,0.0,0.0
[十字線|02.8~10%] -> [十字線|12.-10~-8%] -> [十字線|12.-10~-8%],13.-25~-20%,6,50.0,50.0,50.0,50.0,50.0
[綠K|01.>10%] -> [紅K|06.0~2%] -> [紅K|06.0~2%],01.>30%,4,50.0,75.0,75.0,100.0,50.0
[紅K|04.4~6%] -> [十字線|09.-4~-2%] -> [十字線|10.-6~-4%],10.-10~-5%,2,50.0,50.0,100.0,50.0,50.0
[紅K|04.4~6%] -> [十字線|08.-2~0%] -> [綠K|12.-10~-8%],12.-20~-15%,4,50.0,75.0,75.0,75.0,50.0
[紅K|06.0~2%] -> [紅K|12.-10~-8%] -> [綠K|05.2~4%],11.-15~-10%,4,50.0,75.0,75.0,100.0,100.0
[紅K|08.-2~0%] -> [綠K|03.6~8%] -> [紅K|08.-2~0%],05.10~154%,2,50.0,0.0,50.0,50.0,100.0
[綠K|06.0~2%] -> [紅K|02.8~10%] -> [紅K|10.-6~-4%],05.10~154%,2,50.0,0.0,0.0,0.0,50.0
[十字線|08.-2~0%] -> [十字線|01.>10%] -> [紅K|03.6~8%],02.25~30%,4,50.0,50.0,50.0,50.0,25.0
[十字線|07.0%] -> [綠K|13.<-10%] -> [綠K|11.-8~-6%],15.<-30%,2,50.0,50.0,50.0,50.0,50.0
[十字線|08.-2~0%] -> [十字線|01.>10%] -> [十字線|01.>10%],02.25~30%,4,50.0,50.0,25.0,25.0,50.0
[綠K|12.-10~-8%] -> [綠K|11.-8~-6%] -> [紅K|12.-10~-8%],15.<-30%,2,50.0,50.0,50.0,50.0,50.0
[綠K|12.-10~-8%] -> [綠K|11.-8~-6%] -> [綠K|03.6~8%],15.<-30%,2,50.0,50.0,0.0,100.0,0.0
[紅K|08.-2~0%] -> [綠K|01.>10%] -> [綠K|08.-2~0%],02.25~30%,2,50.0,50.0,100.0,50.0,100.0
[綠K|05.2~4%] -> [紅K|08.-2~0%] -> [十字線|09.-4~-2%],08.0%,2,50.0,50.0,50.0,50.0,50.0
[綠K|06.0~2%] -> [紅K|02.8~10%] -> [綠K|02.8~10%],02.25~30%,4,50.0,50.0,50.0,75.0,50.0
[綠K|05.2~4%] -> [紅K|08.-2~0%] -> [紅K|03.6~8%],03.20~25%,14,50.0,57.14,35.71,35.71,42.86
[綠K|05.2~4%] -> [紅K|08.-2~0%] -> [紅K|04.4~6%],02.25~30%,6,50.0,50.0,50.0,50.0,50.0
[十字線|06.0~2%] -> [綠K|03.6~8%] -> [綠K|05.2~4%],02.25~30%,2,50.0,0.0,0.0,50.0,50.0
[綠K|09.-4~-2%] -> [紅K|04.4~6%] -> [綠K|13.<-10%],15.<-30%,2,50.0,50.0,50.0,50.0,50.0
[十字線|06.0~2%] -> [綠K|03.6~8%] -> [綠K|06.0~2%],03.20~25%,2,50.0,50.0,50.0,100.0,100.0
[十字線|06.0~2%] -> [綠K|03.6~8%] -> [綠K|09.-4~-2%],04.15~20%,2,50.0,50.0,0.0,0.0,0.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [紅K|06.0~2%],11.-15~-10%,2,50.0,50.0,0.0,0.0,0.0
[十字線|10.-6~-4%] -> [十字線|07.0%] -> [十字線|02.8~10%],05.10~154%,4,50.0,75.0,25.0,25.0,25.0
[紅K|08.-2~0%] -> [紅K|12.-10~-8%] -> [綠K|11.-8~-6%],15.<-30%,2,50.0,50.0,100.0,100.0,100.0
[紅K|04.4~6%] -> [十字線|09.-4~-2%] -> [紅K|08.-2~0%],09.-5~0%,6,50.0,66.67,33.33,83.33,66.67
[十字線|02.8~10%] -> [十字線|12.-10~-8%] -> [十字線|05.2~4%],05.10~154%,2,50.0,50.0,0.0,50.0,50.0
[十字線|02.8~10%] -> [十字線|12.-10~-8%] -> [十字線|07.0%],06.5~10%,2,50.0,50.0,100.0,50.0,50.0
[十字線|02.8~10%] -> [十字線|11.-8~-6%] -> [紅K|01.>10%],02.25~30%,2,50.0,50.0,50.0,50.0,50.0
[十字線|02.8~10%] -> [十字線|11.-8~-6%] -> [紅K|02.8~10%],02.25~30%,4,50.0,25.0,75.0,25.0,50.0
[十字線|02.8~10%] -> [十字線|10.-6~-4%] -> [十字線|10.-6~-4%],09.-5~0%,2,50.0,0.0,0.0,0.0,0.0
[紅K|04.4~6%] -> [十字線|09.-4~-2%] -> [十字線|09.-4~-2%],08.0%,6,50.0,83.33,66.67,83.33,83.33
[紅K|08.-2~0%] -> [紅K|13.<-10%] -> [綠K|09.-4~-2%],15.<-30%,2,50.0,0.0,0.0,50.0,50.0
[綠K|06.0~2%] -> [紅K|02.8~10%] -> [綠K|12.-10~-8%],08.0%,8,50.0,62.5,37.5,37.5,37.5
[綠K|12.-10~-8%] -> [綠K|11.-8~-6%] -> [紅K|04.4~6%],13.-25~-20%,6,50.0,50.0,83.33,83.33,50.0
[綠K|12.-10~-8%] -> [綠K|11.-8~-6%] -> [紅K|09.-4~-2%],15.<-30%,12,50.0,33.33,41.67,58.33,58.33
[綠K|07.0%] -> [綠K|12.-10~-8%] -> [紅K|03.6~8%],09.-5~0%,4,50.0,50.0,50.0,50.0,50.0
[綠K|07.0%] -> [綠K|12.-10~-8%] -> [紅K|04.4~6%],10.-10~-5%,4,50.0,100.0,75.0,75.0,100.0
[綠K|07.0%] -> [綠K|12.-10~-8%] -> [綠K|01.>10%],06.5~10%,2,50.0,50.0,50.0,50.0,50.0
[十字線|08.-2~0%] -> [十字線|01.>10%] -> [十字線|12.-10~-8%],02.25~30%,2,50.0,0.0,0.0,0.0,50.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [十字線|07.0%],06.5~10%,8,50.0,37.5,50.0,50.0,37.5
[紅K|08.-2~0%] -> [紅K|11.-8~-6%] -> [綠K|12.-10~-8%],15.<-30%,4,50.0,75.0,50.0,75.0,75.0
[紅K|08.-2~0%] -> [紅K|12.-10~-8%] -> [紅K|06.0~2%],13.-25~-20%,2,50.0,50.0,50.0,50.0,50.0
[綠K|06.0~2%] -> [紅K|08.-2~0%] -> [十字線|04.4~6%],05.10~154%,4,50.0,75.0,75.0,75.0,50.0
[紅K|08.-2~0%] -> [紅K|12.-10~-8%] -> [綠K|09.-4~-2%],15.<-30%,4,50.0,50.0,75.0,75.0,75.0
[紅K|08.-2~0%] -> [紅K|12.-10~-8%] -> [綠K|10.-6~-4%],15.<-30%,2,50.0,100.0,100.0,100.0,100.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [十字線|11.-8~-6%],13.-25~-20%,4,50.0,50.0,50.0,75.0,75.0
[十字線|06.0~2%] -> [紅K|09.-4~-2%] -> [十字線|01.>10%],02.25~30%,2,50.0,50.0,50.0,50.0,50.0
[紅K|06.0~2%] -> [紅K|09.-4~-2%] -> [紅K|03.6~8%],03.20~25%,16,50.0,50.0,50.0,43.75,50.0
[十字線|06.0~2%] -> [紅K|08.-2~0%] -> [綠K|05.2~4%],04.15~20%,2,50.0,50.0,50.0,50.0,50.0
[綠K|05.2~4%] -> [十字線|10.-6~-4%] -> [紅K|06.0~2%],10.-10~-5%,4,50.0,75.0,50.0,75.0,75.0
[綠K|05.2~4%] -> [十字線|10.-6~-4%] -> [紅K|07.0%],09.-5~0%,2,50.0,50.0,100.0,0.0,50.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [紅K|03.6~8%],06.5~10%,4,50.0,25.0,25.0,25.0,25.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [紅K|04.4~6%],05.10~154%,2,50.0,100.0,100.0,50.0,50.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [十字線|02.8~10%],05.10~154%,2,50.0,0.0,0.0,0.0,0.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [十字線|03.6~8%],04.15~20%,4,50.0,75.0,75.0,50.0,25.0
[綠K|05.2~4%] -> [十字線|11.-8~-6%] -> [紅K|04.4~6%],06.5~10%,4,50.0,25.0,25.0,50.0,50.0
[綠K|05.2~4%] -> [十字線|10.-6~-4%] -> [綠K|05.2~4%],06.5~10%,2,50.0,50.0,100.0,50.0,50.0
[綠K|12.-10~-8%] -> [綠K|12.-10~-8%] -> [十字線|01.>10%],15.<-30%,4,50.0,75.0,100.0,100.0,100.0
[十字線|05.2~4%] -> [十字線|06.0~2%] -> [紅K|05.2~4%],02.25~30%,4,50.0,50.0,50.0,50.0,50.0
[十字線|11.-8~-6%] -> [十字線|06.0~2%] -> [紅K|04.4~6%],09.-5~0%,2,50.0,50.0,50.0,100.0,100.0
[綠K|08.-2~0%] -> [紅K|07.0%] -> [紅K|11.-8~-6%],12.-20~-15%,2,50.0,50.0,50.0,100.0,50.0
[綠K|08.-2~0%] -> [紅K|07.0%] -> [紅K|13.<-10%],15.<-30%,4,50.0,100.0,100.0,75.0,75.0
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|05.2~4%],02.25~30%,2,50.0,100.0,50.0,50.0,50.0
[十字線|07.0%] -> [紅K|07.0%] -> [紅K|11.-8~-6%],12.-20~-15%,2,50.0,0.0,0.0,0.0,50.0
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|06.0~2%],03.20~25%,2,50.0,50.0,0.0,0.0,0.0
[綠K|08.-2~0%] -> [紅K|08.-2~0%] -> [紅K|02.8~10%],04.15~20%,14,50.0,64.29,50.0,42.86,64.29
[綠K|07.0%] -> [綠K|13.<-10%] -> [紅K|01.>10%],06.5~10%,2,50.0,50.0,50.0,50.0,100.0
[十字線|07.0%] -> [綠K|13.<-10%] -> [綠K|06.0~2%],15.<-30%,2,50.0,50.0,50.0,50.0,50.0
[十字線|02.8~10%] -> [十字線|10.-6~-4%] -> [紅K|09.-4~-2%],06.5~10%,2,50.0,50.0,0.0,0.0,50.0
[紅K|04.4~6%] -> [十字線|09.-4~-2%] -> [綠K|04.4~6%],03.20~25%,6,50.0,33.33,16.67,33.33,33.33
[紅K|04.4~6%] -> [十字線|09.-4~-2%] -> [綠K|06.0~2%],04.15~20%,6,50.0,66.67,66.67,33.33,16.67
[紅K|08.-2~0%] -> [紅K|11.-8~-6%] -> [紅K|07.0%],12.-20~-15%,6,50.0,66.67,50.0,50.0,50.0
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|06.0~2%],04.15~20%,6,50.0,66.67,66.67,66.67,66.67
[紅K|04.4~6%] -> [十字線|09.-4~-2%] -> [綠K|10.-6~-4%],11.-15~-10%,4,50.0,50.0,75.0,50.0,50.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [紅K|04.4~6%],05.10~154%,2,50.0,50.0,50.0,50.0,0.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [十字線|05.2~4%],05.10~154%,4,50.0,25.0,25.0,25.0,25.0
[紅K|04.4~6%] -> [十字線|09.-4~-2%] -> [紅K|09.-4~-2%],09.-5~0%,12,50.0,66.67,66.67,66.67,66.67
[十字線|02.8~10%] -> [十字線|10.-6~-4%] -> [紅K|02.8~10%],02.25~30%,2,50.0,50.0,50.0,0.0,0.0
[十字線|10.-6~-4%] -> [十字線|06.0~2%] -> [十字線|04.4~6%],05.10~154%,2,50.0,0.0,0.0,50.0,0.0
[綠K|05.2~4%] -> [十字線|11.-8~-6%] -> [紅K|03.6~8%],06.5~10%,2,50.0,50.0,50.0,50.0,50.0
[十字線|09.-4~-2%] -> [綠K|09.-4~-2%] -> [綠K|10.-6~-4%],13.-25~-20%,24,50.0,50.0,54.17,41.67,50.0
[十字線|09.-4~-2%] -> [綠K|09.-4~-2%] -> [紅K|04.4~6%],08.0%,4,50.0,75.0,25.0,75.0,75.0
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|07.0%],04.15~20%,6,50.0,50.0,66.67,83.33,83.33
[十字線|09.-4~-2%] -> [綠K|09.-4~-2%] -> [紅K|08.-2~0%],11.-15~-10%,22,50.0,54.55,50.0,36.36,54.55
[綠K|05.2~4%] -> [紅K|08.-2~0%] -> [十字線|12.-10~-8%],13.-25~-20%,2,50.0,50.0,50.0,50.0,50.0
[綠K|05.2~4%] -> [紅K|08.-2~0%] -> [十字線|04.4~6%],03.20~25%,2,50.0,0.0,0.0,50.0,50.0
[綠K|05.2~4%] -> [紅K|08.-2~0%] -> [十字線|05.2~4%],05.10~154%,6,50.0,66.67,33.33,33.33,50.0
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|08.-2~0%],05.10~154%,26,50.0,42.31,53.85,57.69,50.0
[綠K|10.-6~-4%] -> [十字線|05.2~4%] -> [十字線|03.6~8%],04.15~20%,2,50.0,50.0,50.0,50.0,50.0
[綠K|03.6~8%] -> [紅K|11.-8~-6%] -> [綠K|11.-8~-6%],12.-20~-15%,2,50.0,50.0,100.0,100.0,100.0
[十字線|11.-8~-6%] -> [紅K|04.4~6%] -> [十字線|03.6~8%],04.15~20%,10,50.0,50.0,50.0,50.0,50.0
[十字線|11.-8~-6%] -> [紅K|04.4~6%] -> [十字線|04.4~6%],05.10~154%,8,50.0,62.5,62.5,62.5,37.5
[十字線|11.-8~-6%] -> [紅K|04.4~6%] -> [十字線|05.2~4%],05.10~154%,2,50.0,0.0,50.0,0.0,0.0
[綠K|10.-6~-4%] -> [十字線|04.4~6%] -> [紅K|03.6~8%],03.20~25%,4,50.0,75.0,50.0,25.0,50.0
[綠K|10.-6~-4%] -> [十字線|04.4~6%] -> [綠K|04.4~6%],04.15~20%,2,50.0,0.0,0.0,0.0,50.0
[綠K|10.-6~-4%] -> [十字線|07.0%] -> [十字線|12.-10~-8%],15.<-30%,2,50.0,50.0,100.0,100.0,100.0
[綠K|10.-6~-4%] -> [十字線|07.0%] -> [紅K|02.8~10%],04.15~20%,8,50.0,50.0,62.5,62.5,62.5
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|09.-4~-2%],06.5~10%,8,50.0,25.0,37.5,50.0,50.0
[十字線|11.-8~-6%] -> [紅K|10.-6~-4%] -> [十字線|05.2~4%],12.-20~-15%,4,50.0,50.0,50.0,50.0,50.0
[綠K|03.6~8%] -> [紅K|03.6~8%] -> [綠K|11.-8~-6%],04.15~20%,2,50.0,0.0,50.0,50.0,50.0
[綠K|03.6~8%] -> [紅K|03.6~8%] -> [紅K|05.2~4%],02.25~30%,8,50.0,37.5,50.0,50.0,62.5
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|10.-6~-4%],08.0%,2,50.0,50.0,50.0,50.0,50.0
[紅K|08.-2~0%] -> [紅K|11.-8~-6%] -> [紅K|06.0~2%],11.-15~-10%,2,50.0,0.0,0.0,0.0,0.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [紅K|07.0%],06.5~10%,6,50.0,50.0,33.33,33.33,50.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [紅K|07.0%],08.0%,4,50.0,50.0,25.0,25.0,25.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [紅K|09.-4~-2%],09.-5~0%,2,50.0,50.0,50.0,50.0,50.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [十字線|06.0~2%],05.10~154%,2,50.0,100.0,100.0,50.0,100.0
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|10.-6~-4%],09.-5~0%,2,50.0,50.0,50.0,100.0,50.0
[十字線|02.8~10%] -> [十字線|11.-8~-6%] -> [十字線|07.0%],05.10~154%,2,50.0,100.0,100.0,100.0,100.0
[十字線|02.8~10%] -> [十字線|11.-8~-6%] -> [十字線|08.-2~0%],05.10~154%,4,50.0,75.0,75.0,100.0,75.0
[十字線|07.0%] -> [綠K|13.<-10%] -> [十字線|03.6~8%],12.-20~-15%,2,50.0,50.0,50.0,50.0,50.0
[綠K|08.-2~0%] -> [紅K|07.0%] -> [紅K|05.2~4%],08.0%,8,50.0,62.5,50.0,37.5,25.0
[綠K|04.4~6%] -> [十字線|07.0%] -> [綠K|11.-8~-6%],10.-10~-5%,4,50.0,50.0,50.0,50.0,0.0
[綠K|04.4~6%] -> [十字線|08.-2~0%] -> [十字線|01.>10%],02.25~30%,2,50.0,0.0,0.0,0.0,0.0
[綠K|04.4~6%] -> [十字線|08.-2~0%] -> [十字線|04.4~6%],03.20~25%,2,50.0,50.0,0.0,50.0,0.0
[十字線|07.0%] -> [紅K|08.-2~0%] -> [十字線|02.8~10%],03.20~25%,2,50.0,0.0,0.0,0.0,0.0
[綠K|06.0~2%] -> [紅K|07.0%] -> [十字線|05.2~4%],04.15~20%,6,50.0,16.67,0.0,0.0,0.0
[十字線|07.0%] -> [綠K|13.<-10%] -> [十字線|09.-4~-2%],15.<-30%,2,50.0,50.0,100.0,50.0,100.0
[綠K|07.0%] -> [綠K|13.<-10%] -> [紅K|06.0~2%],15.<-30%,6,50.0,66.67,66.67,83.33,66.67
[綠K|08.-2~0%] -> [十字線|02.8~10%] -> [十字線|08.-2~0%],03.20~25%,2,50.0,100.0,100.0,50.0,50.0
[十字線|13.<-10%] -> [十字線|09.-4~-2%] -> [綠K|02.8~10%],15.<-30%,2,50.0,100.0,100.0,50.0,50.0
[十字線|07.0%] -> [紅K|08.-2~0%] -> [十字線|06.0~2%],00.未知,2,50.0,50.0,50.0,50.0,50.0
[紅K|05.2~4%] -> [綠K|02.8~10%] -> [紅K|03.6~8%],02.25~30%,2,50.0,100.0,50.0,50.0,50.0
[紅K|13.<-10%] -> [十字線|01.>10%] -> [十字線|03.6~8%],02.25~30%,2,50.0,50.0,50.0,50.0,50.0
[十字線|07.0%] -> [綠K|12.-10~-8%] -> [綠K|05.2~4%],12.-20~-15%,6,50.0,100.0,100.0,83.33,83.33
[紅K|08.-2~0%] -> [紅K|11.-8~-6%] -> [紅K|03.6~8%],10.-10~-5%,2,50.0,50.0,50.0,50.0,50.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [紅K|10.-6~-4%],11.-15~-10%,2,50.0,100.0,100.0,50.0,50.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [綠K|05.2~4%],05.10~154%,4,50.0,25.0,25.0,50.0,50.0
[十字線|02.8~10%] -> [十字線|09.-4~-2%] -> [紅K|09.-4~-2%],05.10~154%,2,50.0,0.0,50.0,50.0,50.0
[綠K|12.-10~-8%] -> [綠K|12.-10~-8%] -> [紅K|10.-6~-4%],15.<-30%,38,50.0,44.74,50.0,57.89,57.89
[十字線|13.<-10%] -> [十字線|08.-2~0%] -> [十字線|12.-10~-8%],15.<-30%,2,50.0,100.0,50.0,50.0,50.0
[十字線|02.8~10%] -> [十字線|09.-4~-2%] -> [綠K|08.-2~0%],04.15~20%,2,50.0,50.0,50.0,50.0,0.0
[綠K|13.<-10%] -> [十字線|01.>10%] -> [紅K|06.0~2%],09.-5~0%,2,50.0,50.0,50.0,100.0,100.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [綠K|07.0%],08.0%,2,50.0,50.0,50.0,50.0,50.0
[紅K|04.4~6%] -> [十字線|10.-6~-4%] -> [紅K|06.0~2%],05.10~154%,2,50.0,0.0,0.0,0.0,50.0
[綠K|03.6~8%] -> [紅K|03.6~8%] -> [綠K|08.-2~0%],02.25~30%,8,50.0,37.5,62.5,37.5,25.0
[十字線|11.-8~-6%] -> [紅K|10.-6~-4%] -> [十字線|06.0~2%],13.-25~-20%,2,50.0,100.0,100.0,100.0,100.0
[十字線|11.-8~-6%] -> [紅K|10.-6~-4%] -> [十字線|06.0~2%],15.<-30%,6,50.0,33.33,83.33,83.33,83.33
[十字線|11.-8~-6%] -> [紅K|10.-6~-4%] -> [十字線|07.0%],15.<-30%,16,50.0,43.75,56.25,75.0,68.75
[十字線|11.-8~-6%] -> [紅K|09.-4~-2%] -> [綠K|04.4~6%],12.-20~-15%,2,50.0,50.0,50.0,50.0,50.0
[十字線|11.-8~-6%] -> [紅K|09.-4~-2%] -> [綠K|05.2~4%],12.-20~-15%,10,50.0,70.0,70.0,70.0,70.0
[綠K|03.6~8%] -> [紅K|04.4~6%] -> [紅K|09.-4~-2%],02.25~30%,2,50.0,100.0,50.0,100.0,50.0
[綠K|10.-6~-4%] -> [綠K|09.-4~-2%] -> [綠K|02.8~10%],06.5~10%,2,50.0,50.0,0.0,50.0,50.0
[十字線|11.-8~-6%] -> [紅K|09.-4~-2%] -> [綠K|06.0~2%],15.<-30%,2,50.0,100.0,100.0,100.0,100.0
[十字線|11.-8~-6%] -> [紅K|09.-4~-2%] -> [綠K|07.0%],15.<-30%,6,50.0,66.67,83.33,83.33,83.33
[十字線|05.2~4%] -> [十字線|06.0~2%] -> [十字線|09.-4~-2%],06.5~10%,182,50.0,52.2,45.05,48.35,45.05
